,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
52,"Melanie Phillips : No, I understand","No, I understand",431845,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillip', 'no', 'I', 'understand']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,Melanie Phillips : I understand,I understand,126732,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'I', 'understand']",4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Paul Staines : I don’t think it’s the worst problem,Paul Staines doesn’t think hypocrisy is the worst problem,431860,nodeset15914,1,0,0,0,1,0,Paul,"['paul', 'stain', 'I', 'do', 'not', 'think', 'it', '’', 'the', 'bad', 'problem']",11,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
55,Paul Staines : I think it is a problem,I think it is a problem,431863,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'I', 'think', 'it', 'be', 'a', 'problem']",8,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
56,"Paul Staines : it’s particularly problematic in Michael Gove’s case, given he was justice secretary, that he had…and enforced rules on teachers where they were banned","it’s particularly problematic in Michael Gove’s case, given he was justice secretary, that he had…and enforced rules on teachers where they were banned",431869,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'it', '’', 'particularly', 'problematic', 'in', 'michael', 'gove', '’', 's', 'case', 'give', 'he', 'be', 'justice', 'secretary', 'that', 'he', 'have', '…', 'and', 'enforce', 'rule', 'on', 'teacher', 'where', 'they', 'be', 'ban']",30,,,justice,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
57,"Paul Staines : for cocaine possession and there are examples of people on his watch losing their careers permanently, for life","for cocaine possession and there are examples of people on his watch losing their careers permanently, for life",431877,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'for', 'cocaine', 'possession', 'and', 'there', 'be', 'example', 'of', 'people', 'on', 'his', 'watch', 'lose', 'their', 'career', 'permanently', 'for', 'life']",20,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,Melanie Phillips :  I take the point about hypocrisy,I take the point about hypocrisy,431883,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'I', 'take', 'the', 'point', 'about', 'hypocrisy']",8,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,Paul Staines : So it’s different.  It’s the usual problem of lawmakers can’t be lawbreakers,So it’s different.  It’s the usual problem of lawmakers can’t be lawbreakers,431888,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'so', 'it', '’', 'different', 'it', '’', 'the', 'usual', 'problem', 'of', 'lawmaker', 'can', 'not', 'be', 'lawbreaker']",17,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
60,Paul Staines : Now we’re asking whether his historic law breaking affected his current law making,Now we’re asking whether his historic law breaking affected his current law making,431891,nodeset15914,0,1,0,1,0,1,Paul,"['paul', 'stain', 'now', 'we', '’', 're', 'ask', 'whether', 'his', 'historic', 'law', 'break', 'affect', 'his', 'current', 'law', 'make']",17,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,Paul Staines : he was enforcing laws that he himself broke,he was enforcing laws that he himself broke,431895,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'he', 'be', 'enforce', 'law', 'that', 'he', 'himself', 'break']",10,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
62,"Melanie Phillips : I understand, but","I understand, but",431899,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'I', 'understand', 'but']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,Paul Staines : It’s a....hypocrisy on a different scale,It’s a....hypocrisy on a different scale,431910,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'it', '’', 'a', 'hypocrisy', 'on', 'a', 'different', 'scale']",10,,,,hypocrisy,,,,,,stain,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
64,"Melanie Phillips : Okay, well let me come at it from a slightly different perspective","Okay, well let me come at it from a slightly different perspective",431914,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'okay', 'well', 'let', 'I', 'come', 'at', 'it', 'from', 'a', 'slightly', 'different', 'perspective']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,Melanie Phillips : Do you believe in the rule of law,Paul Staines does/doesn't believe in the rule of law,431917,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'do', 'you', 'believe', 'in', 'the', 'rule', 'of', 'law']",10,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Melanie Phillips : Do you think that people who break the law should be held accountable for their actions,Paul Staines does/doesn't think that people who break the law should be held accountable for their actions,431921,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'do', 'you', 'think', 'that', 'people', 'who', 'break', 'the', 'law', 'should', 'be', 'hold', 'accountable', 'for', 'their', 'action']",18,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Paul Staines : Yes, I do",Paul Staines thinks that people who break the law should be held accountable for their actions,431925,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'yes', 'I', 'do']",5,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,Paul Staines : I’ve never pretended any different,Paul Staines has never pretended any different,431940,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', '’', 've', 'never', 'pretend', 'any', 'different']",9,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,Paul Staines : I’ve never been hypocritical about it,Paul Staines has never been hypocritical about drug use,431944,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', '’', 've', 'never', 'be', 'hypocritical', 'about', 'it']",10,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,"Paul Staines : I don’t want to make the conventional anti-prohibition arguments, but that is basically","Paul Staines doesn’t want to make the conventional anti-prohibition arguments, but that is basically",431962,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', 'do', 'not', 'want', 'to', 'make', 'the', 'conventional', 'anti', 'prohibition', 'argument', 'but', 'that', 'be', 'basically']",17,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,"Paul Staines : I know you’re going to say, you broke the law","Paul Staines knows Melanie Phillips is going to say, you broke the law",431968,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'I', 'know', 'you', '’', 're', 'go', 'to', 'say', 'you', 'break', 'the', 'law']",14,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
72,Paul Staines : I will readily confess,Paul Staines will readily confess,431971,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'I', 'will', 'readily', 'confess']",6,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
73,Melanie Phillips : Aren’t you a hypocrite,You are a hypocrite,431975,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'be', 'not', 'you', 'a', 'hypocrite']",7,,,,hypocrite,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
74,"Paul Staines : I readily confess that I break the law, even though I believe in the rule of law","Paul Staines readily confesses that he breaks the law, even though he believes in the rule of law",431981,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'I', 'readily', 'confess', 'that', 'I', 'break', 'the', 'law', 'even', 'though', 'I', 'believe', 'in', 'the', 'rule', 'of', 'law']",19,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
75,Paul Staines : another law I break is I don’t pay my TV Licence fee,another law Paul Staines breaks is he doesn’t pay his TV Licence fee,431985,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'another', 'law', 'I', 'break', 'be', 'I', 'do', 'not', 'pay', 'my', 'tv', 'licence', 'fee']",15,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
76,Melanie Phillips : isn’t that exactly the definition of hypocrisy,That is exactly the definition of hypocrisy,431989,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'be', 'not', 'that', 'exactly', 'the', 'definition', 'of', 'hypocrisy']",10,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
77,Paul Staines : I break loads of laws,Paul Staines breaks loads of laws,431993,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'I', 'break', 'load', 'of', 'law']",7,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
78,Melanie Phillips : isn’t that the definition of hypocrisy,That is the definition of hypocrisy,432010,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'be', 'not', 'that', 'the', 'definition', 'of', 'hypocrisy']",9,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
79,Paul Staines : I speed,Paul Staines speeds,432017,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'I', 'speed']",4,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
80,Paul Staines : I broke lots of…well just means I’m a lawbreaker,Paul Staines broke lots of…well just means he's a lawbreaker,432024,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', 'break', 'lot', 'of', '…', 'well', 'just', 'mean', 'I', '’', 'm', 'a', 'lawbreaker']",15,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Melanie Phillips : You are doing what you criticise others for doing,Paul Staines is doing what he criticises others for doing,432031,nodeset15914,1,0,1,0,0,0,Melanie,"['melanie', 'phillips', 'you', 'be', 'do', 'what', 'you', 'criticise', 'other', 'for', 'do']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,"Paul Staines : if I said I didn’t break laws and pretended, I think I’d be hypocritical","if Paul Staines said he didn’t break laws and pretended, he thinks he'd be hypocritical",432038,nodeset15914,0,1,0,1,1,0,Paul,"['paul', 'stain', 'if', 'I', 'say', 'I', 'do', 'not', 'break', 'law', 'and', 'pretend', 'I', 'think', 'I', '’', 'd', 'be', 'hypocritical']",19,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Paul Staines : I am telling you right now I don’t pay the BBC Licence fee,Paul Staines is telling Melanie Phillips right now he doesn’t pay the BBC Licence fee,432042,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'I', 'be', 'tell', 'you', 'right', 'now', 'I', 'do', 'not', 'pay', 'the', 'bbc', 'licence', 'fee']",16,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
84,Melanie Phillips : Okay,Okay,432052,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'okay']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,Melanie Phillips : you are doing what you criticise other people for doing,Paul Staines is doing what he criticises other people for doing,432057,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'you', 'be', 'do', 'what', 'you', 'criticise', 'other', 'people', 'for', 'do']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,Paul Staines : Am I,Paul Staines is/isn't doing what he criticises other people for doing,432061,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'staines', 'be', 'I']",4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,Melanie Phillips : Yes,Paul Staines is doing what he criticises other peoples for doing,432066,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'yes']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,Paul Staines : I’m saying I break the law and I don’t agree with the laws,Paul Staines is saying he breaks the law and he doesn’t agree with the laws,432074,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', '’', 'm', 'say', 'I', 'break', 'the', 'law', 'and', 'I', 'do', 'not', 'agree', 'with', 'the', 'law']",18,,,law,,,,,,,stain,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,Paul Staines : I don’t agree with the rules and I don’t follow the rules,Paul Staines doesn’t agree with the rules and he doesn’t follow the rules,432079,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', 'do', 'not', 'agree', 'with', 'the', 'rule', 'and', 'I', 'do', 'not', 'follow', 'the', 'rule']",16,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,Melanie Phillips : you believe in upholding…in a society upholding the rule of law,Paul Staines believes in upholding…in a society upholding the rule of law,432086,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'you', 'believe', 'in', 'uphold', '…', 'in', 'a', 'society', 'uphold', 'the', 'rule', 'of', 'law']",15,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Melanie Phillips : you can break it,Paul Staines believes he can break the law,432092,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'you', 'can', 'break', 'it']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,"Paul Staines : Oh yeah, no, I",Paul Staines has been pretty merciless on Michael Gove and he uses cocaine himself,431632,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'oh', 'yeah', 'no', 'I']",6,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,Paul Staines :  I disagree with Melanie that it makes me a bad person,Paul Staines disagrees with Melanie that drug use makes him a bad person,432104,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'I', 'disagree', 'with', 'melanie', 'that', 'it', 'make', 'I', 'a', 'bad', 'person']",13,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
94,"Paul Staines : if it was regulated in the same way that sugar’s regulated, comes from the same part of the world, it wouldn’t be this problematic commodity","if drug use was regulated in the same way that sugar’s regulated, comes from the same part of the world, it wouldn’t be this problematic commodity",432109,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'if', 'it', 'be', 'regulate', 'in', 'the', 'same', 'way', 'that', 'sugar', '’', 's', 'regulate', 'come', 'from', 'the', 'same', 'part', 'of', 'the', 'world', 'it', 'would', 'not', 'be', 'this', 'problematic', 'commodity']",30,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
95,Melanie Phillips : we’re not actually going to be debating the merits of drug legalisation at the moment,we’re not actually going to be debating the merits of drug legalisation at the moment,432119,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'we', '’', 're', 'not', 'actually', 'go', 'to', 'be', 'debate', 'the', 'merit', 'of', 'drug', 'legalisation', 'at', 'the', 'moment']",19,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,Paul Staines : I don’t have a problem him using the commodity,I don’t have a problem him using the commodity,432126,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', 'do', 'not', 'have', 'a', 'problem', 'he', 'use', 'the', 'commodity']",12,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,Paul Staines : I have a problem him saying that we shouldn’t use the commodities and it should be wrong,I have a problem him saying that we shouldn’t use the commodities and it should be wrong,432133,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', 'have', 'a', 'problem', 'he', 'say', 'that', 'we', 'should', 'not', 'use', 'the', 'commodity', 'and', 'it', 'should', 'be', 'wrong']",20,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,"Melanie Phillips : if you elevate hypocrisy to be, you know, the worst problem as I think you are doing, doesn’t that mean one can’t have any ideals","if you elevate hypocrisy to be, you know, the worst problem as I think you are doing, that means one can’t have any ideals",432138,nodeset15914,1,0,1,0,0,0,Melanie,"['melanie', 'phillip', 'if', 'you', 'elevate', 'hypocrisy', 'to', 'be', 'you', 'know', 'the', 'bad', 'problem', 'as', 'I', 'think', 'you', 'be', 'do', 'do', 'not', 'that', 'mean', 'one', 'can', 'not', 'have', 'any', 'ideal']",29,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
99,Melanie Phillips : Yeah,"for cocaine possession and there are examples of people on his watch losing their careers permanently, for life",431877,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'yeah']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,Paul Staines : I believe – like Ghandi – if you don’t,Paul Staines believes – like Ghandi – if you don’t,432166,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'stain', 'I', 'believe', '–', 'like', 'ghandi', '–', 'if', 'you', 'do', 'not']",12,,,,,,,,,,stain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,"Paul Staines : agree with the law, then you must","agree with the law, then you must",432171,nodeset15914,0,0,0,0,0,0,Paul,"['paul', 'staine', 'agree', 'with', 'the', 'law', 'then', 'you', 'must']",9,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Melanie Phillips : So you choose what laws to break,So Paul Staines chooses what laws to break,432175,nodeset15914,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'so', 'you', 'choose', 'what', 'law', 'to', 'break']",9,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Paul Staines : I will exercise my rights…civil disobedience,Paul Staines will exercise his rights…civil disobedience,432179,nodeset15914,0,1,0,1,0,0,Paul,"['paul', 'stain', 'I', 'will', 'exercise', 'my', 'right', '…', 'civil', 'disobedience']",10,,,,,,,,disobedience,,stain,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
104,"Paul Staines : my civil disobedience is, I’m not paying the BBC Licence fee and I’m not going along with your drug laws","Paul Staines' civil disobedience is, he's not paying the BBC Licence fee and he's not going along with your drug laws",432185,nodeset15914,0,1,0,0,0,1,Paul,"['paul', 'stain', 'my', 'civil', 'disobedience', 'be', 'I', '’', 'm', 'not', 'pay', 'the', 'bbc', 'licence', 'fee', 'and', 'I', '’', 'm', 'not', 'go', 'along', 'with', 'your', 'drug', 'law']",26,,,law,,,,,disobedience,,"stain,drug",0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
105,"Michael Buerk : Don’t be worried about that flashing blue light, by the way","Don’t be worried about that flashing blue light, by the way",432193,nodeset15914,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'do', 'not', 'be', 'worried', 'about', 'that', 'flash', 'blue', 'light', 'by', 'the', 'way']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
